Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PS/G
120,Deyonta Davis\davisde01,C,21,MEM,47,2,13.7,2.4,3.8,.633,0.0,0.0,,2.4,3.8,.633,.633,0.6,0.8,.692,1.1,2.6,3.7,0.6,0.3,0.7,0.5,1.9,5.4
121,Ed Davis\davised01,C,28,POR,67,0,19.1,2.3,3.9,.591,0.0,0.0,,2.3,3.9,.591,.591,1.0,1.5,.663,2.5,5.1,7.6,0.5,0.5,0.7,0.8,2.4,5.7
122,Dewayne Dedmon\dedmode01,C,28,ATL,48,32,23.9,4.0,7.3,.547,0.8,2.1,.374,3.2,5.3,.615,.600,1.0,1.3,.794,1.7,5.8,7.4,1.4,0.6,0.8,1.4,2.7,9.8
123,Sam Dekker\dekkesa01,PF,23,LAC,58,1,12.9,1.8,3.8,.466,0.2,1.0,.155,1.6,2.8,.578,.486,0.5,0.8,.682,0.6,1.9,2.5,0.6,0.4,0.1,0.5,1.0,4.2
124,Malcolm Delaney\delanma01,PG,28,ATL,54,3,18.8,2.0,5.3,.382,0.9,2.3,.371,1.2,3.0,.391,.463,1.4,1.7,.804,0.2,1.7,1.9,3.0,0.6,0.1,1.2,1.5,6.3
125,Matthew Dellavedova\dellama01,PG,27,MIL,37,3,19.0,1.5,4.0,.369,0.8,2.1,.377,0.7,1.9,.361,.466,0.6,0.7,.920,0.4,1.4,1.7,3.8,0.4,0.0,1.3,1.8,4.4
126,Luol Deng\denglu01,SF,32,LAL,1,1,13.0,1.0,2.0,.500,0.0,0.0,,1.0,2.0,.500,.500,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0
127,DeMar DeRozan\derozde01,SG,28,TOR,66,66,34.0,8.3,18.0,.462,1.2,3.6,.319,7.2,14.4,.497,.494,5.9,7.2,.825,0.8,3.2,4.0,5.2,1.2,0.3,2.2,1.8,23.7
128,Cheick Diallo\diallch01,PF,21,NOP,38,0,9.4,1.8,3.2,.558,0.0,0.0,,1.8,3.2,.558,.558,0.7,0.9,.722,0.6,2.7,3.3,0.3,0.2,0.4,0.4,1.3,4.2
129,Gorgui Dieng\dienggo01,C,28,MIN,65,0,17.5,2.4,5.0,.475,0.2,0.7,.271,2.2,4.3,.511,.495,1.1,1.4,.769,1.3,3.3,4.6,1.0,0.6,0.5,0.8,1.9,6.0
130,Spencer Dinwiddie\dinwisp01,PG,24,BRK,66,56,29.2,4.2,10.9,.387,1.8,5.5,.324,2.4,5.4,.451,.469,2.8,3.4,.833,0.5,2.8,3.3,6.9,0.9,0.3,1.6,2.4,13.0
131,Tyler Dorsey\dorsety01,SG,21,ATL,41,2,14.7,1.9,5.5,.347,1.0,3.0,.322,1.0,2.5,.375,.433,0.7,1.0,.714,0.3,1.8,2.1,1.2,0.2,0.1,0.5,0.8,5.5
132,Damyean Dotson\dotsoda01,SG,23,NYK,33,2,8.6,1.1,2.6,.425,0.3,1.1,.270,0.8,1.5,.540,.483,0.2,0.3,.700,0.2,1.2,1.3,0.5,0.2,0.0,0.3,0.6,2.8
133,Milton Doyle\doylemi01,SG,24,BRK,6,0,10.5,1.2,4.2,.280,0.3,2.2,.154,0.8,2.0,.417,.320,0.3,0.5,.667,0.3,1.2,1.5,0.7,0.3,0.2,0.3,0.5,3.0
134,PJ Dozier\doziepj01,PG,21,OKC,2,0,1.5,0.5,1.0,.500,0.0,0.0,,0.5,1.0,.500,.500,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,1.0
135,Goran Dragic\dragigo01,PG,31,MIA,63,63,31.6,6.5,14.5,.445,1.4,4.1,.354,5.0,10.4,.480,.495,2.8,3.6,.782,0.7,3.3,4.0,4.9,0.9,0.2,2.1,2.4,17.2
136,Larry Drew\drewla02,PG,27,PHI,3,0,5.0,0.3,2.3,.143,0.0,1.0,.000,0.3,1.3,.250,.143,0.0,0.0,,0.3,0.0,0.3,0.7,0.0,0.0,0.3,0.7,0.7
137,Andre Drummond\drumman01,C,24,DET,64,64,33.4,6.0,11.3,.531,0.0,0.1,.000,6.0,11.1,.536,.531,3.0,4.8,.616,5.2,10.6,15.8,3.3,1.6,1.6,2.6,3.2,14.9
138,Jared Dudley\dudleja01,PF,32,PHO,37,0,13.7,0.9,2.4,.386,0.6,1.6,.377,0.3,0.7,.407,.517,0.5,0.6,.792,0.2,1.5,1.7,1.7,0.5,0.2,0.5,1.7,3.0
139,Kris Dunn\dunnkr01,PG,23,CHI,50,41,29.5,5.5,13.0,.426,0.9,2.6,.333,4.7,10.4,.449,.459,1.6,2.2,.716,0.5,3.9,4.4,6.0,2.0,0.5,2.9,3.4,13.5
140,Kevin Durant\duranke01,PF,29,GSW,59,59,34.6,9.4,18.0,.520,2.6,6.1,.436,6.7,11.9,.563,.594,5.2,5.9,.885,0.5,6.3,6.8,5.3,0.7,1.9,3.1,2.0,26.6
141,Jarell Eddie\eddieja01,SF,26,TOT,3,0,3.0,0.0,0.7,.000,0.0,0.7,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.3,0.3,0.0,0.3,0.0,0.0,0.0,0.0
142,Henry Ellenson\ellenhe01,PF,21,DET,27,0,6.2,1.0,2.9,.333,0.3,1.1,.290,0.6,1.7,.362,.391,0.1,0.2,.500,0.3,1.4,1.7,0.4,0.1,0.0,0.4,0.4,2.4
143,Wayne Ellington\ellinwa01,SG,30,MIA,63,2,26.3,3.6,9.0,.403,2.9,7.5,.388,0.7,1.5,.479,.565,0.9,1.0,.848,0.3,2.7,3.0,1.1,0.7,0.1,0.7,1.1,11.1
144,Joel Embiid\embiijo01,C,23,PHI,54,54,31.2,8.3,17.1,.486,1.1,3.4,.311,7.2,13.7,.529,.517,5.7,7.6,.758,2.2,8.7,10.9,3.2,0.7,1.7,3.8,3.4,23.4
145,James Ennis\ennisja01,SF,27,TOT,57,19,23.6,2.6,5.4,.487,0.8,2.1,.364,1.9,3.3,.563,.557,1.5,1.7,.859,1.2,2.2,3.4,1.1,0.7,0.3,0.8,2.0,7.5
146,Tyler Ennis\ennisty01,PG,23,LAL,40,11,10.5,1.2,3.3,.377,0.2,0.9,.229,1.0,2.4,.432,.408,0.3,0.5,.722,0.3,1.1,1.4,1.6,0.4,0.2,0.5,1.4,3.0
147,Jawun Evans\evansja01,PG,21,LAC,40,4,18.1,2.1,6.1,.347,0.4,1.3,.275,1.8,4.8,.366,.376,0.9,1.2,.787,0.2,1.8,2.0,2.3,0.9,0.2,1.1,2.2,5.5
148,Tyreke Evans\evansty01,PG,28,MEM,49,29,31.0,7.0,15.5,.453,2.2,5.5,.396,4.9,10.1,.485,.523,3.1,3.9,.797,0.9,4.2,5.1,5.1,1.1,0.3,2.1,1.8,19.4
149,Kenneth Faried\farieke01,PF,28,DEN,32,7,14.4,2.4,4.6,.514,0.0,0.0,.000,2.4,4.6,.517,.514,1.1,1.6,.706,2.1,2.7,4.8,0.6,0.4,0.4,0.7,1.6,5.9
150,Derrick Favors\favorde01,C,26,UTA,63,63,28.0,5.1,9.0,.560,0.1,0.7,.220,4.9,8.4,.586,.568,1.9,2.8,.674,2.6,4.7,7.3,1.3,0.8,1.0,1.2,2.2,12.1
151,Kay Felder\feldeka01,PG,22,TOT,15,0,9.1,1.3,4.5,.294,0.3,1.3,.211,1.1,3.3,.327,.324,0.7,0.8,.917,0.1,0.9,1.0,1.3,0.2,0.1,1.1,0.7,3.7
152,Cristiano Felicio\feliccr01,C,25,CHI,40,5,14.5,1.8,2.9,.607,0.0,0.0,,1.8,2.9,.607,.607,0.7,1.2,.617,1.1,1.9,3.0,0.8,0.2,0.2,0.7,1.8,4.3
153,Raymond Felton\feltora01,PG,33,OKC,69,2,17.0,2.8,6.7,.413,1.0,2.7,.362,1.8,4.0,.448,.486,0.5,0.6,.805,0.4,1.6,2.0,2.6,0.6,0.2,1.0,1.1,7.0
154,Terrance Ferguson\fergute01,SG,19,OKC,51,12,12.1,1.1,2.7,.417,0.6,1.9,.316,0.5,0.9,.636,.525,0.1,0.1,.833,0.3,0.4,0.7,0.3,0.4,0.2,0.2,1.4,3.0
155,Yogi Ferrell\ferreyo01,SG,24,DAL,67,20,29.1,3.7,8.5,.430,1.7,4.3,.388,2.0,4.3,.472,.527,1.1,1.3,.816,0.4,2.9,3.3,2.3,0.8,0.1,1.1,2.0,10.1
156,Dorian Finney-Smith\finnedo01,PF,24,DAL,9,1,12.4,1.3,3.0,.444,0.7,1.9,.353,0.7,1.1,.600,.556,0.3,0.4,.750,0.8,0.7,1.4,0.6,0.1,0.2,0.8,1.8,3.7
157,Bryn Forbes\forbebr01,SG,24,SAS,66,12,19.6,2.8,6.7,.419,1.2,3.2,.381,1.6,3.5,.454,.510,0.6,0.9,.639,0.2,1.3,1.4,1.0,0.4,0.0,0.5,1.5,7.4
158,Evan Fournier\fournev01,SF,25,ORL,57,57,32.2,6.5,14.1,.459,2.2,5.9,.379,4.2,8.2,.516,.538,2.6,3.0,.867,0.4,2.8,3.2,2.9,0.8,0.3,1.7,2.4,17.8
159,De'Aaron Fox\foxde01,PG,20,SAC,59,46,27.3,4.4,10.7,.413,0.7,2.0,.336,3.7,8.6,.431,.445,1.9,2.6,.737,0.4,2.1,2.6,4.4,1.0,0.3,2.4,2.2,11.4
160,Tim Frazier\fraziti01,PG,27,WAS,52,11,14.8,1.2,3.0,.404,0.3,1.0,.308,0.9,2.0,.452,.455,0.4,0.5,.786,0.3,1.7,2.0,3.5,0.8,0.1,1.1,1.7,3.2
161,Channing Frye\fryech01,C,34,TOT,45,1,12.4,1.9,3.8,.500,0.7,2.0,.341,1.2,1.8,.684,.591,0.3,0.3,.933,0.2,2.2,2.4,0.6,0.4,0.3,0.4,1.2,4.8
162,Markelle Fultz\fultzma01,SG,19,PHI,4,0,19.0,2.3,6.8,.333,0.0,0.0,,2.3,6.8,.333,.333,1.5,3.0,.500,0.8,1.5,2.3,1.8,0.5,0.3,1.5,1.5,6.0
163,Danilo Gallinari\gallida01,SF,29,LAC,19,19,32.4,5.2,12.7,.407,1.8,5.6,.321,3.4,7.1,.474,.477,3.8,4.1,.948,0.4,4.5,4.9,2.1,0.6,0.3,1.2,1.4,15.9
164,Langston Galloway\gallola01,SG,26,DET,52,2,14.7,2.2,5.7,.378,1.3,3.7,.346,0.9,2.0,.438,.490,0.5,0.7,.794,0.2,1.3,1.6,1.0,0.5,0.1,0.3,0.7,6.1
